0.000000000000000000e+00,0.000000000000000000e+00
2.366018980024757641e-03,-1.197656297553187713e-02
-1.641866276452870867e-03,-1.132456974666300360e-02
-1.171456726141602007e-04,-1.244915825227938672e-02
5.434992114168316762e-03,-1.300351626162944002e-02
1.425277381269939893e-02,-1.266740121941045856e-02
2.777387880232248807e-02,-1.169964687036307259e-02
4.428809847892584139e-02,-1.024825573871656487e-02
6.406325981702098993e-02,-6.218454269286091685e-03
9.143149483141044254e-02,2.294538125292692500e-03
1.293765251049373566e-01,1.193196148162983458e-02
1.764530858035399108e-01,2.418096905018857906e-02
2.297080634535532406e-01,3.920764075108475188e-02
2.801495481672486298e-01,5.565928010829977041e-02
3.259953602025891795e-01,7.187049817210679203e-02
3.747316376716045006e-01,8.759804188247145851e-02
4.239399499033663643e-01,1.023283399946182948e-01
4.728093020349022346e-01,1.173341585426910666e-01
5.221425153925652873e-01,1.325656001698345687e-01
5.712632383971472105e-01,1.482559855839645224e-01
6.202160351308652064e-01,1.638589949387424527e-01
6.668500071176651778e-01,1.799773635389589899e-01
7.081627710390783204e-01,1.910468302022099996e-01
7.403951953873110226e-01,1.880097292054244695e-01
7.664945051059647296e-01,1.832170340541025011e-01
7.971957793406235782e-01,1.842533501166730148e-01
8.323105003973176874e-01,1.876929902466388522e-01
8.681783887087259899e-01,1.949700350626506484e-01
9.025650807381221385e-01,2.070663537547145494e-01
9.344446204631862152e-01,2.224303151499061326e-01
9.675530283702571399e-01,2.410253031551835012e-01
9.997599980833519195e-01,2.588936383457427493e-01
1.031725981496103950e+00,2.768371192423920712e-01
1.064126258325932106e+00,2.952431236250820379e-01
1.096321791990845229e+00,3.135599627877956319e-01
1.128756677981255452e+00,3.324413629387236169e-01
1.161187031451749618e+00,3.509378205420419783e-01
1.187637271760118463e+00,3.645584841130079523e-01
1.203842495664805723e+00,3.698046679992879060e-01
1.214676055675439903e+00,3.683783712482159300e-01
1.220086062032941898e+00,3.615815143989892788e-01
1.219465135375836118e+00,3.514910991073865731e-01
1.214354833490203234e+00,3.417918262460247769e-01
1.208167303896610534e+00,3.369706059537198595e-01
1.201973999902222756e+00,3.348786596271815519e-01
1.195033419961701870e+00,3.354998435976667137e-01
1.189114537654464065e+00,3.356926506473620342e-01
1.183138039479528558e+00,3.353797612152488727e-01
1.177468055781299983e+00,3.355333062335377203e-01
1.171450041585214930e+00,3.355942655669616470e-01
1.165402117170703633e+00,3.350077056651184493e-01
1.155977639223912723e+00,3.331972188859410045e-01
1.145191457458230477e+00,3.328828182133520275e-01
1.142730926141341641e+00,3.350614524618701906e-01
1.141306506709535817e+00,3.434340270484120827e-01
1.133018195406667372e+00,3.563877546721703204e-01
1.114187225732535147e+00,3.699637856705257910e-01
1.086644377370014736e+00,3.815262888969497279e-01
1.057941123581738418e+00,3.882368118175018590e-01
1.028854269239077857e+00,3.894617077071481637e-01
1.003170363032659163e+00,3.914784865070388697e-01
9.768593725755070345e-01,3.928680777063792706e-01
9.509513949862030691e-01,3.947049750397115253e-01
9.241712023523203090e-01,3.969807190415443610e-01
8.970645604136331386e-01,3.989556863415757437e-01
8.699904870868025997e-01,4.010821181613057340e-01
8.431033872124105155e-01,4.034046641418651546e-01
8.178654850422847344e-01,4.057744763170442748e-01
8.020623679898150060e-01,4.108562654586020435e-01
7.939379610780983310e-01,4.215128011454451484e-01
7.854940102024486892e-01,4.369314587663128413e-01
7.698461792079283050e-01,4.575785787239889379e-01
7.481758178982955698e-01,4.833857545070189277e-01
7.286949605274035680e-01,5.099092148562034410e-01
7.085121311575903746e-01,5.335212549341916688e-01
6.876601079672014505e-01,5.594543404834283473e-01
6.680401824527344434e-01,5.831064112972629276e-01
6.482556233180407634e-01,6.070161247578865771e-01
6.273222962589750651e-01,6.305596977131977532e-01
6.065423591229434086e-01,6.545172924450752827e-01
5.853992506613987512e-01,6.789684051393038988e-01
5.641563655725680970e-01,7.040546387451087629e-01
5.424431753211336193e-01,7.289912298406014957e-01
5.206106760896731522e-01,7.541456596689621872e-01
4.986114302218153660e-01,7.792648278353988545e-01
4.770058514366964930e-01,8.055607982688964830e-01
4.548141796243259094e-01,8.391772798463970062e-01
4.297056247860022160e-01,8.835376935377413643e-01
4.012512681543460302e-01,9.375770989553952051e-01
3.708720436731217651e-01,9.982905852702163019e-01
2.899335352547555231e-03,-2.609499448042829073e-02
-1.084750591677535085e-03,-2.576010660919013720e-02
-2.129809946847801097e-04,-2.699143343361523617e-02
5.595871367697976759e-03,-2.741319693552018294e-02
1.492178996727239366e-02,-2.709778252509168275e-02
2.935398192467446668e-02,-2.601016497985415843e-02
4.718185072625364490e-02,-2.450127929163240306e-02
6.802997733858354157e-02,-1.989673989356746664e-02
9.677284376673189747e-02,-1.069604998349799746e-02
1.365269773882037962e-01,-3.067231214576884271e-04
1.857054858001473685e-01,1.263959727460628457e-02
2.395881671990751638e-01,2.802170006691165685e-02
2.893430527142816233e-01,4.500459070383425880e-02
3.354032540119697980e-01,6.257119849898001851e-02
3.843187571091901678e-01,7.953117589367310336e-02
4.335255568493920353e-01,9.559491151670745923e-02
4.825391717295879901e-01,1.118905839644571271e-01
5.319928689021030666e-01,1.285145732773598781e-01
5.812328946542606456e-01,1.455339654281145312e-01
6.303259556053217860e-01,1.625465314250312820e-01
6.769596299965251474e-01,1.799181478865367889e-01
