x	y
0.002085790369192245	-0.008749963725252273
-0.0023104158636360825	-0.008005114706580684
-0.0022896281560864434	-0.008977357754140046
-0.002326708850214947	-0.009304649336774086
-0.004118217890296296	-0.009758380829292824
-0.0005321533791952031	-0.010954722316194671
0.020108497891269856	-0.01348199900401736
0.0475216799673714	-0.011854373426489373
0.08144423448681379	-0.0057696478333034385
0.12612881177806504	0.0026904172708180217
0.1786791806013283	0.011544478562940502
0.23231782287776007	0.02109677571864266
0.2872827013296364	0.034333149541349195
0.34154094708174415	0.05106621978111577
0.39354801336569817	0.06842225144161798
0.4445792430195891	0.08481711627692395
0.4964344436715342	0.10193252683710356
0.5507096394835829	0.11841547276777231
0.6067764079521691	0.13851424933371265
0.6634494389499718	0.15315361472274977
0.0012188577429547878	-0.004712319769985462
-0.003173224251907278	-0.00460479180495185
-0.0027345187100318064	-0.005276062471292787
-0.0022476548153622074	-0.005381154284289599
-0.0036840594581011694	-0.005860021814419164
0.0008414535871935278	-0.007251922802803271
0.02215057213455009	-0.008478296376202078
0.04726375053566282	-0.006075493127908479
0.07926479865788849	-1.1892959322152099e-05
0.12267103511856872	0.007294033475185649
0.17511733564763882	0.014868477185556391
0.22909667086742408	0.024008667825665648
0.2833497182047966	0.0362552537705499
0.335645203280679	0.05148696186262159
0.38693147207264633	0.06762238492197033
0.4370136201894261	0.08328908773286395
0.48746558787544	0.09924323076011446
0.5403025170970582	0.11500251258950599
0.5931570114444897	0.13148774984407618
0.6496465133050788	0.14929584947319896
0.0016221720669651306	-0.0028316176576440593
-0.002623303123090368	-0.0024359119824782704
-0.0037920879426487928	-0.002960354888914551
-0.00498931612812111	-0.003138677311456335
-0.007690147345189275	-0.003339537790579153
-0.008432237023800504	-0.003528016863545218
0.012057923941756237	0.0013631229648984008
0.03675404302274876	0.008273854987478575
0.06983031651502881	0.01610914331942649
0.11343576479078983	0.02629591297034123
0.16125284628613656	0.03678000049653886
0.20982466573911313	0.04757551432506298
0.25910488083346933	0.06114096000066563
0.30750225453145796	0.0788658385386759
0.35485174163115846	0.09760635854273553
0.4016537748733671	0.11517284518249256
0.44907477563689396	0.13319049724045579
0.49816366845064286	0.15093762575997446
0.5482929545246651	0.17116138036277181
0.5971229274624832	0.1890660498859139
0.0019003610432433912	0.002173418289175455
-0.002224571863181794	0.002848298428517938
-0.0035272120643610526	0.0021434866075838326
-0.004758288298585568	0.0019551602122038726
-0.007483227763241718	0.001749426037696335
-0.008427467395624798	0.0015948977509729436
0.011096859169511813	0.006390407036803815
0.036067931211104555	0.014144182931815297
0.06883031638064521	0.02314141579597913
0.10695812910184856	0.031750009143971976
0.14601545408281713	0.03963949671809907
0.18655381556444636	0.049848956665377815
0.23037199179224865	0.06297771242687757
0.27410506809084706	0.07928375272776629
0.3150915457222704	0.09641021232153252
0.3556231693820599	0.11261494698288213
0.3969422927966698	0.12836916993051667
0.43940137662525963	0.14399750877610526
0.4814534463529026	0.162900319803602
0.51725309232028	0.18079785538976462
0.0026335431035528767	-0.02744544910868624
-0.001419159439327892	-0.0267661670307431
-0.0027892176553947177	-0.0275376610483905
-0.004016419153595445	-0.027722337085686652
-0.00672924714424201	-0.027994297720340403
-0.007677959927716072	-0.028158776027221603
0.011152690879555614	-0.023512299599130895
0.0359195108251204	-0.01580669185069415
0.06856954893224265	-0.006881095180712838
0.10672292443327167	0.001841073282640737
0.1454444649870009	0.009491609210406433
0.18539807326427069	0.019431014502504517
0.229226646633938	0.03220278510454557
0.27352828677953467	0.04803804596044047
0.3150814892164276	0.06479549314043623
0.35600123461432015	0.08049405757723209
0.3977015831460585	0.09569165312775894
0.4405613192620504	0.11077791229657821
0.48369380152500435	0.1283621029282976
0.5213444179928851	0.14576931131697557
0.0012010860686144961	-0.005638661088591684
-0.0032103442861745046	-0.0055398545022672255
-0.002745919454337897	-0.006202554949548049
-0.002249389114921185	-0.006302508046370333
-0.0036876978954344807	-0.00677861434359105
0.0001598040211255849	-0.007999193948733292
0.020975073369459397	-0.009569835946252447
0.04677613507628496	-0.007100300611705853
0.07927446525236048	-0.0006595537537684198
0.12321145648955814	0.007394641858690288
0.17598273683573612	0.015628066440967876
0.23019428438613726	0.025199663336842617
0.2848620068512511	0.037867000786225624
0.33773465627879323	0.05349867388674563
0.38939346860194984	0.06984619170055666
0.4400382102056945	0.08557248387069503
0.4910886107468509	0.10174421454585739
0.5444647694420761	0.11762102804837013
0.5982980501464891	0.1344291310527641
0.6549684725840967	0.15286231612677376
0.0020768634597836343	-0.004571366161143968
-0.002224438045764878	-0.0038588251124830357
-0.003209535571054258	-0.004533209707618271
-0.004378074158121688	-0.004775032472209969
